run_name,mean_reward,std_reward,min_reward,max_reward
default,274.1820618525705,42.62673152796884,70.26276623337682,324.6264475721066
mutation_0.01,-107.74868384906401,60.59967370547984,-250.20053118714299,0.7332609841296289
mutation_0.05,255.9470268136589,60.38039170414135,33.09503125577885,311.6796537707287
mutation_0.1,-49.263796364332265,137.6336784830995,-284.4120964858213,288.0159747645014
mutation_0.25,246.319573686898,96.30792074084098,-181.95614598375928,311.32369924474517
mutation_only,275.5864254879009,42.79783268191581,65.2901533018354,316.8182991545316
mutation_plus_crossover,262.9205745384576,36.33708781471703,155.51007053220394,315.91641145897006
