generation,best,average,overall_best
103,284.9155860601001,242.22310161258866,293.35642494561455
104,281.1619733073936,252.145143373015,293.35642494561455
105,282.9201069903901,245.6808317348037,293.35642494561455
106,283.7969919926584,244.63131471563057,293.35642494561455
107,281.5194103231165,250.19422445680394,293.35642494561455
108,288.0658581197431,253.00644245918684,293.35642494561455
109,285.20791052074543,252.7144848321085,293.35642494561455
110,282.14412142739786,249.16377759602753,293.35642494561455
111,281.51671451793266,250.9835453288156,293.35642494561455
112,282.5134044005148,250.03548302442198,293.35642494561455
113,290.30855762407816,255.8060633124938,293.35642494561455
114,288.24765187251904,259.59874244094163,293.35642494561455
115,287.5981492214392,257.97447804206126,293.35642494561455
116,288.0018377778636,259.411354980862,293.35642494561455
117,288.60194878199115,260.36435349046815,293.35642494561455
118,286.6349168345143,257.33300736341545,293.35642494561455
119,290.1529357244374,253.0904925915971,293.35642494561455
120,287.2995903943272,258.22560257965085,293.35642494561455
121,285.4950819026062,260.8831788410409,293.35642494561455
122,293.6544789089507,260.8931161823398,293.6544789089507
123,291.3574818413441,259.29096141233236,293.6544789089507
124,293.3346501202526,262.5528804900551,293.6544789089507
125,287.6575828496465,262.7396928591035,293.6544789089507
126,288.5614932257273,266.00396621040636,293.6544789089507
127,289.6048781727567,267.66489082686144,293.6544789089507
128,292.96270886608966,266.50169456948925,293.6544789089507
129,286.071940668172,267.5030830732538,293.6544789089507
130,288.98906237812355,268.7821075824908,293.6544789089507
131,291.60511727481685,262.3789283044282,293.6544789089507
132,290.04375956894137,268.212411584829,293.6544789089507
133,287.0348823732901,266.42308566984843,293.6544789089507
134,292.27268189306704,265.3124381346804,293.6544789089507
135,291.3163489770911,266.3676896849403,293.6544789089507
136,294.7905519574813,268.1808753897547,294.7905519574813
137,292.84714796826495,271.5833671863588,294.7905519574813
138,289.8979959045356,268.3830376651859,294.7905519574813
139,292.64745143036515,273.0505068797441,294.7905519574813
140,292.2827429260503,270.9429318066272,294.7905519574813
141,298.16725556379436,270.14414137546106,298.16725556379436
142,291.5505696554205,270.80096116679863,298.16725556379436
143,289.94533624872906,267.8439463539666,298.16725556379436
144,289.5236133641561,269.84621825412216,298.16725556379436
145,292.7928408590862,271.39315482869563,298.16725556379436
146,288.9857597636584,273.1481648146872,298.16725556379436
147,289.2687822051306,273.2679897532462,298.16725556379436
148,292.6147071092982,273.5775429778908,298.16725556379436
149,287.9928773366521,272.59174948503374,298.16725556379436
150,293.4779575491927,274.66130709387767,298.16725556379436
