run_name,mean_reward,std_reward,min_reward,max_reward
default,267.21605209384046,55.189676498377686,-14.088930478449186,310.090981126704
mutation_0.01,-147.06216768871548,129.90947587528956,-477.2169497911093,34.15970239145915
mutation_0.05,-112.08797661370792,66.37958694956184,-269.334033515333,21.108871555913254
mutation_0.1,-135.696993668802,39.38733424314374,-216.25197707550308,-23.183813489829873
mutation_0.25,-66.68176875202161,84.85051863084185,-296.0960773398507,72.799427910898
mutation_only,275.5864254879009,42.79783268191581,65.2901533018354,316.8182991545316
mutation_plus_crossover,262.9205745384576,36.33708781471703,155.51007053220394,315.91641145897006
